delivery_id,distribution_center_id,municipality,date,supply_type,quantity_requested,quantity_delivered,population_at_center,delivery_delay_hours,transport_mode,road_condition,weather_on_delivery_day,number_of_aid_workers,center_capacity
DEL-00594,IC-0008,Puerto Nuevo,2025-09-18,Food,1207,223,461,5.0,Truck,Yes,Heavy Rain,14,100
DEL-00595,IC-0008,Puerto Nuevo,2025-09-18,Shelter Materials,10,5,50,8.3,Boat,Yes,Heavy Rain,5,113
DEL-00596,IC-0050,Sierra Alta,2025-09-18,Food,753,355,257,3.4,Helicopter,Limited,Heavy Rain,3,704
DEL-00597,IC-0050,Sierra Alta,2025-09-18,Food,886,225,518,8.9,Boat,Limited,Heavy Rain,11,924
DEL-00598,IC-0050,Sierra Alta,2025-09-18,Water,1029,260,288,7.9,Truck,Limited,Heavy Rain,2,927
DEL-00599,IC-0050,Sierra Alta,2025-09-18,Food,904,300,363,6.8,Truck,Limited,Heavy Rain,6,1050
DEL-00600,IC-0053,Sierra Alta,2025-09-18,Water,1648,448,614,5.8,Helicopter,Limited,Heavy Rain,12,1019
DEL-00601,IC-0053,Sierra Alta,2025-09-18,Water,1488,220,612,7.9,Boat,Limited,Heavy Rain,2,884
DEL-00602,IC-0078,Costa Sur,2025-09-18,Food,1142,269,644,8.5,Boat,Yes,Heavy Rain,9,1188
DEL-00603,IC-0078,Costa Sur,2025-09-18,Food,1133,289,563,2.2,Truck,Yes,Heavy Rain,7,1035
DEL-00604,IC-0079,Costa Sur,2025-09-18,Water,1134,299,341,3.6,Helicopter,Limited,Heavy Rain,4,490
DEL-00605,IC-0089,Costa Sur,2025-09-18,Water,1409,515,422,6.6,Truck,Yes,Heavy Rain,7,922
DEL-00606,IC-0089,Costa Sur,2025-09-18,Food,1759,649,734,3.9,Truck,Yes,Heavy Rain,9,1283
DEL-00607,IC-0089,Costa Sur,2025-09-18,Hygiene Kits,322,121,556,4.7,Truck,Yes,Heavy Rain,7,1216
DEL-00608,IC-0089,Costa Sur,2025-09-18,Water,1195,276,407,4.9,Truck,Yes,Heavy Rain,7,1138
DEL-00609,IC-0099,Bahia Verde,2025-09-18,Medical Supplies,38,10,338,5.4,Helicopter,Yes,Heavy Rain,9,219
DEL-00610,IC-0099,Bahia Verde,2025-09-18,Water,548,102,246,2.5,Truck,Yes,Heavy Rain,6,186
DEL-00611,IC-0100,Bahia Verde,2025-09-18,Medical Supplies,72,53,363,4.1,Truck,Yes,Heavy Rain,12,961
DEL-00612,IC-0100,Bahia Verde,2025-09-18,Hygiene Kits,187,78,312,1.9,Helicopter,Yes,Heavy Rain,11,648
DEL-00613,IC-0109,Bahia Verde,2025-09-18,Water,505,271,214,3.6,Truck,Yes,Heavy Rain,9,805
DEL-00614,IC-0109,Bahia Verde,2025-09-18,Shelter Materials,50,5,847,4.5,Helicopter,Yes,Heavy Rain,5,838
DEL-00615,IC-0117,Bahia Verde,2025-09-18,Food,1242,429,539,4.4,Truck,Limited,Heavy Rain,13,1073
DEL-00616,IC-0117,Bahia Verde,2025-09-18,Hygiene Kits,171,49,274,6.1,Helicopter,Limited,Heavy Rain,3,687
DEL-00617,IC-0117,Bahia Verde,2025-09-18,Medical Supplies,10,5,50,6.6,Truck,Limited,Heavy Rain,8,1103
DEL-00618,IC-0117,Bahia Verde,2025-09-18,Water,2314,710,714,8.6,Truck,Limited,Heavy Rain,5,903
DEL-00619,IC-0121,Bahia Verde,2025-09-18,Hygiene Kits,76,21,216,4.9,Boat,Yes,Heavy Rain,8,585
DEL-00620,IC-0121,Bahia Verde,2025-09-18,Food,187,44,66,7.6,Boat,Yes,Heavy Rain,14,473
DEL-00621,IC-0121,Bahia Verde,2025-09-18,Food,350,194,179,4.6,Helicopter,Yes,Heavy Rain,5,413
DEL-00622,IC-0123,Bahia Verde,2025-09-18,Water,310,67,124,0.7,Truck,Yes,Heavy Rain,5,826
DEL-00623,IC-0123,Bahia Verde,2025-09-18,Shelter Materials,54,14,586,7.9,Boat,Yes,Heavy Rain,8,840
DEL-00624,IC-0123,Bahia Verde,2025-09-18,Medical Supplies,54,23,236,3.7,Truck,Yes,Heavy Rain,11,840
DEL-00625,IC-0124,Bahia Verde,2025-09-18,Shelter Materials,87,27,664,2.6,Truck,Yes,Heavy Rain,8,1381
DEL-00626,IC-0124,Bahia Verde,2025-09-18,Medical Supplies,399,198,1011,3.8,Truck,Yes,Heavy Rain,8,1784
DEL-00627,IC-0124,Bahia Verde,2025-09-18,Food,1776,696,801,5.9,Helicopter,Yes,Heavy Rain,3,1546
DEL-00628,IC-0124,Bahia Verde,2025-09-18,Water,1370,487,675,4.7,Truck,Yes,Heavy Rain,11,1355
DEL-00629,IC-0135,Rincon del Este,2025-09-18,Water,339,33,115,11.9,Boat,Limited,Heavy Rain,13,407
DEL-00630,IC-0135,Rincon del Este,2025-09-18,Shelter Materials,10,5,50,7.6,Helicopter,Limited,Heavy Rain,4,344
DEL-00631,IC-0135,Rincon del Este,2025-09-18,Water,324,83,119,10.2,Boat,Limited,Heavy Rain,3,357
DEL-00632,IC-0149,Rincon del Este,2025-09-18,Food,747,456,357,5.5,Truck,Yes,Heavy Rain,8,525
DEL-00633,IC-0006,Puerto Nuevo,2025-09-18,Water,3499,1040,1011,3.8,Truck,Yes,Heavy Rain,2,1163
DEL-00634,IC-0007,Puerto Nuevo,2025-09-18,Shelter Materials,154,52,1253,6.4,Truck,Yes,Heavy Rain,4,1825
DEL-00635,IC-0010,Puerto Nuevo,2025-09-18,Hygiene Kits,107,22,267,6.0,Truck,Limited,Heavy Rain,6,617
DEL-00636,IC-0012,Puerto Nuevo,2025-09-18,Hygiene Kits,949,441,1680,5.1,Boat,Yes,Heavy Rain,14,3717
DEL-00637,IC-0012,Puerto Nuevo,2025-09-18,Medical Supplies,563,114,1731,3.5,Truck,Yes,Heavy Rain,9,3704
DEL-00638,IC-0016,Puerto Nuevo,2025-09-18,Medical Supplies,141,14,1337,3.4,Helicopter,Limited,Heavy Rain,4,2288
DEL-00639,IC-0016,Puerto Nuevo,2025-09-18,Water,5502,957,1431,3.7,Helicopter,Limited,Heavy Rain,6,2663
DEL-00640,IC-0016,Puerto Nuevo,2025-09-18,Food,2939,619,1351,9.3,Helicopter,Limited,Heavy Rain,11,2796
DEL-00641,IC-0016,Puerto Nuevo,2025-09-18,Hygiene Kits,1017,436,1536,6.2,Truck,Limited,Heavy Rain,10,2773
DEL-00642,IC-0018,Puerto Nuevo,2025-09-18,Food,1422,189,742,4.6,Truck,Yes,Heavy Rain,9,1108
DEL-00643,IC-0018,Puerto Nuevo,2025-09-18,Medical Supplies,89,25,628,4.4,Truck,Yes,Heavy Rain,8,698
DEL-00644,IC-0018,Puerto Nuevo,2025-09-18,Food,872,347,466,7.1,Boat,Yes,Heavy Rain,9,752
DEL-00645,IC-0022,Puerto Nuevo,2025-09-18,Food,3790,1538,2127,4.0,Truck,Yes,Heavy Rain,3,3290
DEL-00646,IC-0022,Puerto Nuevo,2025-09-18,Hygiene Kits,948,171,2505,3.3,Helicopter,Yes,Heavy Rain,7,4774
DEL-00647,IC-0022,Puerto Nuevo,2025-09-18,Food,5247,2706,2111,4.3,Truck,Yes,Heavy Rain,2,3793
DEL-00648,IC-0022,Puerto Nuevo,2025-09-18,Water,8195,2557,2092,6.6,Boat,Yes,Heavy Rain,13,2984
DEL-00649,IC-0025,Puerto Nuevo,2025-09-18,Medical Supplies,60,25,357,4.4,Helicopter,Yes,Heavy Rain,8,1100
DEL-00650,IC-0025,Puerto Nuevo,2025-09-18,Hygiene Kits,217,28,633,4.3,Truck,Yes,Heavy Rain,5,1124
DEL-00651,IC-0025,Puerto Nuevo,2025-09-18,Water,171,100,50,1.8,Helicopter,Yes,Heavy Rain,10,903
DEL-00652,IC-0025,Puerto Nuevo,2025-09-18,Shelter Materials,77,41,439,5.1,Boat,Yes,Heavy Rain,3,934
DEL-00653,IC-0026,Puerto Nuevo,2025-09-18,Hygiene Kits,30,8,50,4.4,Helicopter,Yes,Heavy Rain,10,266
DEL-00654,IC-0026,Puerto Nuevo,2025-09-18,Medical Supplies,10,5,50,6.9,Truck,Yes,Heavy Rain,5,253
DEL-00655,IC-0026,Puerto Nuevo,2025-09-18,Hygiene Kits,19,5,50,4.1,Helicopter,Yes,Heavy Rain,2,257
DEL-00656,IC-0026,Puerto Nuevo,2025-09-18,Medical Supplies,43,22,247,6.5,Truck,Yes,Heavy Rain,9,330
DEL-00657,IC-0027,Puerto Nuevo,2025-09-18,Shelter Materials,253,112,2159,12.0,Boat,No,Heavy Rain,9,4849
DEL-00658,IC-0027,Puerto Nuevo,2025-09-18,Medical Supplies,785,371,2147,6.2,Helicopter,No,Heavy Rain,9,3296
DEL-00659,IC-0027,Puerto Nuevo,2025-09-18,Medical Supplies,390,39,1993,9.9,Truck,No,Heavy Rain,10,4909
DEL-00660,IC-0029,Puerto Nuevo,2025-09-18,Food,137,65,50,1.2,Truck,Yes,Heavy Rain,3,100
DEL-00661,IC-0029,Puerto Nuevo,2025-09-18,Water,274,71,73,5.7,Truck,Yes,Heavy Rain,9,104
DEL-00662,IC-0032,Puerto Nuevo,2025-09-18,Hygiene Kits,40,16,118,7.9,Boat,Yes,Heavy Rain,10,100
DEL-00663,IC-0035,Puerto Nuevo,2025-09-18,Medical Supplies,103,10,442,3.4,Truck,Yes,Heavy Rain,3,1185
DEL-00664,IC-0035,Puerto Nuevo,2025-09-18,Shelter Materials,20,5,171,3.0,Helicopter,Yes,Heavy Rain,10,1201
DEL-00665,IC-0037,Puerto Nuevo,2025-09-18,Water,4604,1695,1360,3.2,Boat,Yes,Heavy Rain,6,3006
DEL-00666,IC-0037,Puerto Nuevo,2025-09-18,Water,3720,1362,1345,2.6,Truck,Yes,Heavy Rain,15,2410
DEL-00667,IC-0037,Puerto Nuevo,2025-09-18,Medical Supplies,248,139,1078,5.7,Truck,Yes,Heavy Rain,17,2607
DEL-00668,IC-0037,Puerto Nuevo,2025-09-18,Hygiene Kits,761,484,1238,5.1,Truck,Yes,Heavy Rain,9,2731
DEL-00669,IC-0038,Puerto Nuevo,2025-09-18,Medical Supplies,18,9,76,5.0,Truck,Yes,Heavy Rain,17,224
DEL-00670,IC-0038,Puerto Nuevo,2025-09-18,Medical Supplies,50,21,153,6.3,Boat,Yes,Heavy Rain,5,268
DEL-00671,IC-0039,Puerto Nuevo,2025-09-18,Medical Supplies,13,5,50,6.0,Truck,Limited,Heavy Rain,7,103
DEL-00672,IC-0039,Puerto Nuevo,2025-09-18,Water,661,240,225,4.9,Helicopter,Limited,Heavy Rain,13,127
DEL-00673,IC-0039,Puerto Nuevo,2025-09-18,Medical Supplies,25,6,69,7.8,Truck,Limited,Heavy Rain,10,120
DEL-00674,IC-0039,Puerto Nuevo,2025-09-18,Hygiene Kits,33,15,50,8.2,Helicopter,Limited,Heavy Rain,12,115
DEL-00675,IC-0041,Puerto Nuevo,2025-09-18,Hygiene Kits,168,42,226,4.9,Helicopter,Limited,Heavy Rain,7,536
DEL-00676,IC-0041,Puerto Nuevo,2025-09-18,Food,889,219,404,5.6,Helicopter,Limited,Heavy Rain,15,565
DEL-00677,IC-0043,Puerto Nuevo,2025-09-18,Food,242,81,111,5.7,Helicopter,Limited,Heavy Rain,8,100
DEL-00678,IC-0043,Puerto Nuevo,2025-09-18,Medical Supplies,76,11,222,6.0,Truck,Limited,Heavy Rain,2,109
DEL-00679,IC-0043,Puerto Nuevo,2025-09-18,Water,193,67,50,8.9,Truck,Limited,Heavy Rain,5,123
DEL-00680,IC-0043,Puerto Nuevo,2025-09-18,Food,203,59,117,5.1,Helicopter,Limited,Heavy Rain,4,107
DEL-00681,IC-0045,Puerto Nuevo,2025-09-18,Medical Supplies,133,67,339,4.6,Truck,Yes,Heavy Rain,11,100
DEL-00682,IC-0045,Puerto Nuevo,2025-09-18,Medical Supplies,12,5,50,4.1,Truck,Yes,Heavy Rain,8,138
DEL-00683,IC-0045,Puerto Nuevo,2025-09-18,Water,133,65,50,2.8,Helicopter,Yes,Heavy Rain,3,100
DEL-00684,IC-0045,Puerto Nuevo,2025-09-18,Medical Supplies,10,5,103,2.0,Truck,Yes,Heavy Rain,4,102
DEL-00685,IC-0046,Sierra Alta,2025-09-18,Food,1110,592,694,3.7,Truck,Yes,Heavy Rain,11,1140
DEL-00686,IC-0046,Sierra Alta,2025-09-18,Water,1427,459,606,2.2,Truck,Yes,Heavy Rain,4,1153
DEL-00687,IC-0049,Sierra Alta,2025-09-18,Water,1302,707,332,2.3,Truck,Yes,Heavy Rain,7,660
DEL-00688,IC-0049,Sierra Alta,2025-09-18,Water,1907,807,525,3.3,Truck,Yes,Heavy Rain,5,662
DEL-00689,IC-0049,Sierra Alta,2025-09-18,Food,1153,632,448,1.4,Truck,Yes,Heavy Rain,12,659
DEL-00690,IC-0052,Sierra Alta,2025-09-18,Water,300,63,79,6.5,Truck,Yes,Heavy Rain,11,121
DEL-00691,IC-0052,Sierra Alta,2025-09-18,Water,180,58,50,5.2,Boat,Yes,Heavy Rain,7,137
DEL-00692,IC-0052,Sierra Alta,2025-09-18,Food,157,71,74,3.2,Truck,Yes,Heavy Rain,7,100
DEL-00693,IC-0059,Sierra Alta,2025-09-18,Medical Supplies,209,60,985,5.7,Truck,Yes,Heavy Rain,9,1873
DEL-00694,IC-0059,Sierra Alta,2025-09-18,Shelter Materials,156,61,1032,4.2,Truck,Yes,Heavy Rain,13,1354
DEL-00695,IC-0059,Sierra Alta,2025-09-18,Food,1773,962,739,8.0,Boat,Yes,Heavy Rain,7,1581
DEL-00696,IC-0060,Sierra Alta,2025-09-18,Food,1079,107,672,5.7,Boat,Limited,Heavy Rain,4,2007
DEL-00697,IC-0060,Sierra Alta,2025-09-18,Water,3220,590,857,6.1,Helicopter,Limited,Heavy Rain,8,2027
DEL-00698,IC-0060,Sierra Alta,2025-09-18,Food,1868,398,691,6.4,Helicopter,Limited,Heavy Rain,8,1290
DEL-00699,IC-0060,Sierra Alta,2025-09-18,Food,2154,519,928,5.1,Helicopter,Limited,Heavy Rain,7,1701
DEL-00700,IC-0062,Sierra Alta,2025-09-18,Medical Supplies,84,8,213,5.8,Helicopter,Limited,Heavy Rain,6,202
DEL-00701,IC-0063,Sierra Alta,2025-09-18,Shelter Materials,41,27,224,6.5,Truck,Yes,Heavy Rain,11,659
DEL-00702,IC-0065,Sierra Alta,2025-09-18,Medical Supplies,14,5,50,2.5,Truck,Yes,Heavy Rain,7,514
DEL-00703,IC-0065,Sierra Alta,2025-09-18,Hygiene Kits,22,7,50,1.5,Truck,Yes,Heavy Rain,8,378
DEL-00704,IC-0065,Sierra Alta,2025-09-18,Medical Supplies,79,7,495,4.5,Boat,Yes,Heavy Rain,7,444
DEL-00705,IC-0065,Sierra Alta,2025-09-18,Water,268,172,125,6.7,Truck,Yes,Heavy Rain,7,350
DEL-00706,IC-0066,Sierra Alta,2025-09-18,Water,165,85,50,4.7,Helicopter,No,Heavy Rain,13,135
DEL-00707,IC-0066,Sierra Alta,2025-09-18,Medical Supplies,68,13,181,8.8,Helicopter,No,Heavy Rain,3,124
DEL-00708,IC-0066,Sierra Alta,2025-09-18,Shelter Materials,68,18,402,10.2,Boat,No,Heavy Rain,9,104
DEL-00709,IC-0066,Sierra Alta,2025-09-18,Hygiene Kits,21,5,50,8.7,Boat,No,Heavy Rain,8,121
DEL-00710,IC-0068,Costa Sur,2025-09-18,Food,3098,785,1683,6.0,Truck,Yes,Heavy Rain,7,3238
DEL-00711,IC-0068,Costa Sur,2025-09-18,Shelter Materials,233,93,1598,2.8,Helicopter,Yes,Heavy Rain,7,3982
DEL-00712,IC-0068,Costa Sur,2025-09-18,Medical Supplies,346,151,1912,5.6,Helicopter,Yes,Heavy Rain,6,2542
DEL-00713,IC-0069,Costa Sur,2025-09-18,Hygiene Kits,357,43,585,3.3,Truck,Yes,Heavy Rain,9,1255
DEL-00714,IC-0069,Costa Sur,2025-09-18,Water,2017,505,854,2.1,Truck,Yes,Heavy Rain,11,1277
DEL-00715,IC-0069,Costa Sur,2025-09-18,Water,1141,213,429,3.6,Truck,Yes,Heavy Rain,2,1526
DEL-00716,IC-0069,Costa Sur,2025-09-18,Food,2666,923,1000,4.1,Truck,Yes,Heavy Rain,5,1249
DEL-00717,IC-0071,Costa Sur,2025-09-18,Medical Supplies,19,5,50,5.5,Helicopter,Yes,Heavy Rain,4,127
DEL-00718,IC-0071,Costa Sur,2025-09-18,Shelter Materials,12,5,202,4.4,Truck,Yes,Heavy Rain,4,100
DEL-00719,IC-0071,Costa Sur,2025-09-18,Medical Supplies,21,9,100,6.5,Truck,Yes,Heavy Rain,2,117
DEL-00720,IC-0072,Costa Sur,2025-09-18,Food,1031,299,667,1.8,Helicopter,Yes,Heavy Rain,11,1010
DEL-00721,IC-0072,Costa Sur,2025-09-18,Water,1654,716,501,5.8,Truck,Yes,Heavy Rain,6,903
DEL-00722,IC-0073,Costa Sur,2025-09-18,Food,4242,1793,1448,5.7,Truck,Yes,Heavy Rain,5,3003
DEL-00723,IC-0073,Costa Sur,2025-09-18,Medical Supplies,365,100,1058,5.6,Truck,Yes,Heavy Rain,9,2605
DEL-00724,IC-0073,Costa Sur,2025-09-18,Water,3898,2697,1112,1.8,Truck,Yes,Heavy Rain,7,3001
DEL-00725,IC-0073,Costa Sur,2025-09-18,Food,3356,1054,1142,3.7,Truck,Yes,Heavy Rain,11,2878
DEL-00726,IC-0074,Costa Sur,2025-09-18,Hygiene Kits,171,82,236,4.1,Truck,Yes,Heavy Rain,11,748
DEL-00727,IC-0074,Costa Sur,2025-09-18,Medical Supplies,62,33,273,5.6,Truck,Yes,Heavy Rain,8,499
DEL-00728,IC-0074,Costa Sur,2025-09-18,Food,126,46,50,4.0,Boat,Yes,Heavy Rain,10,650
DEL-00729,IC-0075,Costa Sur,2025-09-18,Hygiene Kits,31,14,50,5.7,Truck,Limited,Heavy Rain,6,178
DEL-00730,IC-0075,Costa Sur,2025-09-18,Food,142,28,50,4.5,Truck,Limited,Heavy Rain,8,127
DEL-00731,IC-0075,Costa Sur,2025-09-18,Food,239,70,117,6.1,Truck,Limited,Heavy Rain,12,126
DEL-00732,IC-0082,Costa Sur,2025-09-18,Food,785,325,307,5.7,Helicopter,Limited,Heavy Rain,2,640
DEL-00733,IC-0082,Costa Sur,2025-09-18,Water,1358,238,661,6.2,Helicopter,Limited,Heavy Rain,7,690
DEL-00734,IC-0082,Costa Sur,2025-09-18,Food,817,179,468,4.8,Truck,Limited,Heavy Rain,5,781
DEL-00735,IC-0083,Costa Sur,2025-09-18,Medical Supplies,79,49,286,5.2,Helicopter,Limited,Heavy Rain,4,543
DEL-00736,IC-0083,Costa Sur,2025-09-18,Medical Supplies,203,49,593,8.6,Truck,Limited,Heavy Rain,3,684
DEL-00737,IC-0083,Costa Sur,2025-09-18,Water,1808,479,577,8.6,Boat,Limited,Heavy Rain,12,409
DEL-00738,IC-0083,Costa Sur,2025-09-18,Food,634,254,387,5.8,Helicopter,Limited,Heavy Rain,9,675
DEL-00739,IC-0084,Costa Sur,2025-09-18,Medical Supplies,158,26,1038,9.2,Truck,No,Heavy Rain,10,1165
DEL-00740,IC-0084,Costa Sur,2025-09-18,Shelter Materials,92,9,583,4.8,Helicopter,No,Heavy Rain,7,931
DEL-00741,IC-0090,Costa Sur,2025-09-18,Water,2152,776,667,8.6,Helicopter,No,Heavy Rain,9,1329
DEL-00742,IC-0090,Costa Sur,2025-09-18,Water,2174,850,646,11.1,Boat,No,Heavy Rain,9,908
DEL-00743,IC-0090,Costa Sur,2025-09-18,Shelter Materials,54,7,707,11.1,Truck,No,Heavy Rain,7,1056
DEL-00744,IC-0094,Costa Sur,2025-09-18,Medical Supplies,52,18,141,2.7,Helicopter,Yes,Heavy Rain,7,679
DEL-00745,IC-0094,Costa Sur,2025-09-18,Food,950,426,569,7.0,Truck,Yes,Heavy Rain,6,554
DEL-00746,IC-0094,Costa Sur,2025-09-18,Food,768,236,367,3.0,Truck,Yes,Heavy Rain,8,434
DEL-00747,IC-0097,Costa Sur,2025-09-18,Hygiene Kits,79,72,182,7.1,Truck,Yes,Heavy Rain,7,659
DEL-00748,IC-0097,Costa Sur,2025-09-18,Medical Supplies,43,5,213,5.7,Truck,Yes,Heavy Rain,13,592
DEL-00749,IC-0097,Costa Sur,2025-09-18,Food,211,56,136,6.7,Truck,Yes,Heavy Rain,12,623
DEL-00750,IC-0098,Bahia Verde,2025-09-18,Shelter Materials,10,5,50,4.0,Truck,Yes,Heavy Rain,10,224
DEL-00751,IC-0098,Bahia Verde,2025-09-18,Medical Supplies,10,5,86,4.5,Truck,Yes,Heavy Rain,3,231
DEL-00752,IC-0101,Bahia Verde,2025-09-18,Water,419,103,117,6.2,Truck,Yes,Heavy Rain,5,455
DEL-00753,IC-0101,Bahia Verde,2025-09-18,Shelter Materials,59,14,393,1.3,Truck,Yes,Heavy Rain,3,414
DEL-00754,IC-0107,Bahia Verde,2025-09-18,Food,125,16,50,7.5,Truck,Limited,Heavy Rain,8,100
DEL-00755,IC-0107,Bahia Verde,2025-09-18,Food,104,40,50,6.7,Helicopter,Limited,Heavy Rain,9,134
DEL-00756,IC-0107,Bahia Verde,2025-09-18,Medical Supplies,14,5,50,6.8,Truck,Limited,Heavy Rain,12,136
DEL-00757,IC-0110,Bahia Verde,2025-09-18,Food,496,353,211,3.0,Helicopter,Yes,Heavy Rain,12,693
DEL-00758,IC-0110,Bahia Verde,2025-09-18,Food,155,33,96,6.0,Truck,Yes,Heavy Rain,6,871
DEL-00759,IC-0110,Bahia Verde,2025-09-18,Food,2015,201,944,4.9,Truck,Yes,Heavy Rain,11,865
DEL-00760,IC-0110,Bahia Verde,2025-09-18,Food,1674,212,575,6.2,Truck,Yes,Heavy Rain,2,623
DEL-00761,IC-0125,Bahia Verde,2025-09-18,Medical Supplies,132,59,600,4.6,Helicopter,Limited,Heavy Rain,3,784
DEL-00762,IC-0125,Bahia Verde,2025-09-18,Medical Supplies,269,79,898,6.3,Helicopter,Limited,Heavy Rain,6,746
DEL-00763,IC-0125,Bahia Verde,2025-09-18,Water,3675,484,920,4.3,Helicopter,Limited,Heavy Rain,9,1024
DEL-00764,IC-0125,Bahia Verde,2025-09-18,Water,2348,298,898,12.0,Boat,Limited,Heavy Rain,7,1065
DEL-00765,IC-0126,Rincon del Este,2025-09-18,Medical Supplies,109,51,402,2.9,Truck,Yes,Heavy Rain,8,664
DEL-00766,IC-0126,Rincon del Este,2025-09-18,Medical Supplies,105,10,329,3.5,Helicopter,Yes,Heavy Rain,10,686
DEL-00767,IC-0127,Rincon del Este,2025-09-18,Water,1184,118,365,7.3,Truck,Limited,Heavy Rain,7,1525
DEL-00768,IC-0127,Rincon del Este,2025-09-18,Shelter Materials,161,60,1125,5.4,Truck,Limited,Heavy Rain,12,1812
DEL-00769,IC-0127,Rincon del Este,2025-09-18,Medical Supplies,259,25,1027,4.1,Helicopter,Limited,Heavy Rain,8,1457
DEL-00770,IC-0130,Rincon del Este,2025-09-18,Medical Supplies,110,60,481,3.9,Truck,Yes,Heavy Rain,7,751
DEL-00771,IC-0130,Rincon del Este,2025-09-18,Water,1181,533,390,3.7,Helicopter,Yes,Heavy Rain,5,826
DEL-00772,IC-0130,Rincon del Este,2025-09-18,Hygiene Kits,256,57,656,6.1,Boat,Yes,Heavy Rain,9,746
DEL-00773,IC-0130,Rincon del Este,2025-09-18,Medical Supplies,150,35,417,1.4,Helicopter,Yes,Heavy Rain,10,755
DEL-00774,IC-0131,Rincon del Este,2025-09-18,Water,1025,102,386,6.7,Truck,Limited,Heavy Rain,6,167
DEL-00775,IC-0131,Rincon del Este,2025-09-18,Water,192,74,50,8.6,Truck,Limited,Heavy Rain,8,199
DEL-00776,IC-0133,Rincon del Este,2025-09-18,Water,683,251,230,6.0,Boat,Limited,Heavy Rain,9,430
DEL-00777,IC-0133,Rincon del Este,2025-09-18,Shelter Materials,47,20,281,6.8,Truck,Limited,Heavy Rain,8,385
DEL-00778,IC-0133,Rincon del Este,2025-09-18,Food,200,78,83,5.8,Helicopter,Limited,Heavy Rain,6,407
DEL-00779,IC-0134,Rincon del Este,2025-09-18,Medical Supplies,14,5,50,6.8,Truck,Limited,Heavy Rain,9,609
DEL-00780,IC-0137,Rincon del Este,2025-09-18,Shelter Materials,100,14,820,5.4,Truck,Yes,Heavy Rain,2,1364
DEL-00781,IC-0137,Rincon del Este,2025-09-18,Food,1451,439,678,4.4,Truck,Yes,Heavy Rain,5,1863
DEL-00782,IC-0145,Rincon del Este,2025-09-18,Water,396,185,172,4.1,Truck,Yes,Heavy Rain,4,100
DEL-00783,IC-0145,Rincon del Este,2025-09-18,Food,95,66,50,4.8,Truck,Yes,Heavy Rain,7,103
DEL-00784,IC-0146,Rincon del Este,2025-09-18,Food,304,55,160,8.7,Boat,No,Heavy Rain,10,138
DEL-00785,IC-0150,Rincon del Este,2025-09-18,Food,135,89,50,6.1,Helicopter,Yes,Heavy Rain,9,122
DEL-00786,IC-0001,Puerto Nuevo,2025-09-19,Food,1624,1512,659,1.4,Truck,Yes,Clear,9,1394
DEL-00787,IC-0001,Puerto Nuevo,2025-09-19,Water,3443,3218,1428,0.7,Truck,Yes,Clear,5,1640
DEL-00788,IC-0001,Puerto Nuevo,2025-09-19,Food,1729,1138,945,4.1,Truck,Yes,Clear,6,1884
DEL-00789,IC-0001,Puerto Nuevo,2025-09-19,Food,2875,2158,1654,0.9,Boat,Yes,Clear,8,1481
DEL-00790,IC-0008,Puerto Nuevo,2025-09-19,Water,135,82,50,4.5,Truck,Yes,Clear,13,100
DEL-00791,IC-0008,Puerto Nuevo,2025-09-19,Shelter Materials,25,8,255,0.5,Helicopter,Yes,Clear,2,114
DEL-00792,IC-0050,Sierra Alta,2025-09-19,Water,892,535,376,4.7,Boat,Limited,Clear,15,709
DEL-00793,IC-0050,Sierra Alta,2025-09-19,Food,1201,565,525,4.4,Truck,Limited,Clear,16,792
DEL-00794,IC-0050,Sierra Alta,2025-09-19,Shelter Materials,80,56,565,4.6,Boat,Limited,Clear,4,718
DEL-00795,IC-0053,Sierra Alta,2025-09-19,Food,1169,517,618,0.3,Helicopter,Limited,Clear,5,933
DEL-00796,IC-0053,Sierra Alta,2025-09-19,Water,649,356,219,2.9,Helicopter,Limited,Clear,8,819
DEL-00797,IC-0053,Sierra Alta,2025-09-19,Shelter Materials,97,53,678,6.0,Truck,Limited,Clear,8,1068
DEL-00798,IC-0053,Sierra Alta,2025-09-19,Water,1433,399,584,3.3,Truck,Limited,Clear,8,854
DEL-00799,IC-0078,Costa Sur,2025-09-19,Medical Supplies,185,75,645,0.1,Helicopter,Yes,Clear,7,1081
DEL-00800,IC-0078,Costa Sur,2025-09-19,Water,2137,828,872,1.9,Truck,Yes,Clear,5,1606
DEL-00801,IC-0079,Costa Sur,2025-09-19,Hygiene Kits,16,7,50,1.0,Helicopter,Limited,Clear,4,378
DEL-00802,IC-0079,Costa Sur,2025-09-19,Food,139,60,50,2.4,Helicopter,Limited,Clear,10,474
DEL-00803,IC-0089,Costa Sur,2025-09-19,Food,1150,419,672,2.2,Truck,Yes,Clear,11,874
DEL-00804,IC-0089,Costa Sur,2025-09-19,Medical Supplies,179,93,502,1.1,Truck,Yes,Clear,10,824
DEL-00805,IC-0089,Costa Sur,2025-09-19,Hygiene Kits,570,383,746,0.6,Truck,Yes,Clear,8,845
DEL-00806,IC-0089,Costa Sur,2025-09-19,Hygiene Kits,335,142,875,3.3,Truck,Yes,Clear,10,1173
DEL-00807,IC-0099,Bahia Verde,2025-09-19,Medical Supplies,19,9,50,0.5,Boat,Yes,Clear,6,198
DEL-00808,IC-0099,Bahia Verde,2025-09-19,Food,119,54,50,2.7,Truck,Yes,Clear,9,210
